method,source,model,n_poses,n_targets,pcc,pcc_ci_low,pcc_ci_high,rmse,rmse_ci_low,rmse_ci_high,n_boot_pcc,n_boot_rmse
median,gnina-apo,egna,20,285,0.6788153713035211,0.6128866860624382,0.7386253689383512,1.7967845061118233,1.6275896146778828,1.962665677425187,20000,20000
median,gnina-apo,egna,30,285,0.6847921771858436,0.6197744068453785,0.7436351711451451,1.788893095959602,1.6208663360880324,1.9544308320307386,20000,20000
median,gnina-apo,egna,50,285,0.6923213404623678,0.6278706013993032,0.7500032568346261,1.7843912176268577,1.6172820305946831,1.949646875785903,20000,20000
median,gnina-apo,egna,100,285,0.69610587995612,0.6317382351701814,0.7532830563136005,1.7862111965264609,1.617078142548509,1.953389931851863,20000,20000
median,gnina-apo,ehign_pla,1,282,0.5473754818934891,0.4606521193813214,0.6260839610521192,2.03086575558558,1.8398908384335626,2.218521048332161,20000,20000
median,gnina-apo,ehign_pla,2,283,0.575280900056718,0.49466030603257644,0.6482835291689302,2.023019597105141,1.8399239392509175,2.205150181640042,20000,20000
median,gnina-apo,ehign_pla,3,283,0.5729312044795041,0.48984071396103696,0.6470432792643324,2.028411831319785,1.8473032461830747,2.209477181081917,20000,20000
median,gnina-apo,ehign_pla,5,283,0.5703970562895867,0.4911407488590265,0.641791918016295,2.075563194793328,1.8988242609333938,2.25021131630884,20000,20000
median,gnina-apo,ehign_pla,10,283,0.5584436204545811,0.47489089557536485,0.632546981528267,2.151445927175389,1.9692255301037591,2.3301910872531697,20000,20000
median,gnina-apo,ehign_pla,20,284,0.5440613932563372,0.46046950995622565,0.6198016006852325,2.246296713242211,2.0533019401456305,2.437770790366144,20000,20000
median,gnina-apo,ehign_pla,30,284,0.5562483503014056,0.4757866908106228,0.6290836430850758,2.253885221424004,2.067005041520444,2.4397204253911777,20000,20000
median,gnina-apo,ehign_pla,50,284,0.5487767907768604,0.4673924453329204,0.6228431289304179,2.3074062749207043,2.1165672108421627,2.497736570802306,20000,20000
median,gnina-apo,ehign_pla,100,284,0.5503511153245186,0.4720533445417784,0.6217593963039328,2.382010240797636,2.1909116192473936,2.570255365481279,20000,20000
median,gnina-apo,gign,1,282,0.47983188634547796,0.3841245408348383,0.5683313771500526,2.071613483494965,1.8905186253552315,2.252240071585825,20000,20000
median,gnina-apo,gign,2,283,0.5377599195766617,0.45223020497612665,0.6173006258336737,2.0077584967208173,1.8308742528943032,2.1823873828765827,20000,20000
median,gnina-apo,gign,3,283,0.5372666183933552,0.451049764028441,0.6177701237953256,2.0201656961312944,1.8427820538104054,2.194553099568835,20000,20000
median,gnina-apo,gign,5,283,0.5259198587179561,0.4429452792283158,0.6035227586829968,2.0562118553556292,1.8826421856702864,2.2266745335044944,20000,20000
median,gnina-apo,gign,10,283,0.5343357630587037,0.4506963976935093,0.6106233098925378,2.0780147116643493,1.904368180088468,2.2474918111371447,20000,20000
median,gnina-apo,gign,20,284,0.5266708139939559,0.4397175756611865,0.6083347606410817,2.1647769964710553,1.9757636300310855,2.355009137148107,20000,20000
median,gnina-apo,gign,30,284,0.5381876375745916,0.45571414886978173,0.6142413889946623,2.181998069323924,2.001692894656788,2.3609869398745396,20000,20000
median,gnina-apo,gign,50,284,0.5320794136569694,0.44752272418241507,0.6102832629404378,2.2138565999449056,2.0324632492757924,2.3936318377186105,20000,20000
median,gnina-apo,gign,100,284,0.5227446045656506,0.4344600689251051,0.6030956334474687,2.280312493754916,2.1003164902672213,2.459186035127784,20000,20000
median,gnina-apo,onionnet-2,1,285,0.5906275927903236,0.5146159668244371,0.6605539230558185,1.904528156069938,1.727913033029658,2.081927130787043,20000,20000
median,gnina-apo,onionnet-2,2,285,0.6138244592116369,0.5424660826416687,0.679654150754459,1.885065258037876,1.7106869963085607,2.064279607007935,20000,20000
median,gnina-apo,onionnet-2,3,285,0.5884328384074473,0.5140387335560199,0.6568787955629832,1.9332375075132753,1.7612908996021401,2.1079880076301216,20000,20000
median,gnina-apo,onionnet-2,5,285,0.5959832341132323,0.5231920552173315,0.6632910054164493,1.9318594976879186,1.7585053424750474,2.1064846232520447,20000,20000
median,gnina-apo,onionnet-2,10,285,0.5992251596831036,0.5262431502044032,0.6670286453418716,1.9581337002069,1.7805852586931696,2.137218714802141,20000,20000
median,gnina-apo,onionnet-2,20,285,0.6110618733716232,0.5408005949880124,0.6772579632072304,1.9698568870205024,1.7922188659511946,2.1488435703409685,20000,20000
median,gnina-apo,onionnet-2,30,285,0.6121072823003324,0.5420595624677259,0.6777111140645189,1.9805887312756632,1.8042089218112705,2.1588038611174367,20000,20000
median,gnina-apo,onionnet-2,50,285,0.6113151722662685,0.5410821001868543,0.6771662691500795,1.994687314850705,1.8197249052717512,2.17070473898677,20000,20000
median,gnina-apo,onionnet-2,100,285,0.615040717880472,0.5449733058384716,0.6798844931575423,2.0026418757174715,1.8282355897005291,2.1777877551831435,20000,20000
median,gnina-af3,dynaformer,1,285,0.4633233167006499,0.3676132696214251,0.5507539858860954,2.197112272338038,2.021490907086072,2.3716303839636086,20000,20000
median,gnina-af3,dynaformer,2,285,0.5077628323024891,0.4154543995111314,0.5916110154908029,2.1432974525942585,1.9711242975384067,2.311687404545194,20000,20000
median,gnina-af3,dynaformer,3,285,0.47579997245479205,0.3806726117510811,0.5640076163520917,2.2043710433742643,2.0259835073078736,2.383705820109513,20000,20000
median,gnina-af3,dynaformer,5,285,0.4928897621942152,0.40082654691308295,0.5761917011327689,2.179989294347722,2.0039328240073653,2.3535714869867403,20000,20000
median,gnina-af3,dynaformer,10,285,0.4778325387651173,0.38512124977547874,0.562514214596947,2.220621789969772,2.037945314002598,2.4032628925617825,20000,20000
median,gnina-af3,dynaformer,20,285,0.46708596245037204,0.3739572179535513,0.5535318252450092,2.229491344120012,2.0461426462268046,2.4116750719158513,20000,20000
median,gnina-af3,dynaformer,30,285,0.46681927693874753,0.3731514197174076,0.5530018459940961,2.236200477959222,2.0521951492015176,2.4202436788887107,20000,20000
median,gnina-af3,dynaformer,50,285,0.46727450201719,0.3746417825967707,0.552533972820366,2.2370730738966254,2.052868643081765,2.4197643711184935,20000,20000
median,gnina-af3,dynaformer,100,285,0.46686127966550445,0.3749587901095056,0.5524697473343839,2.2391427651997273,2.053386743992017,2.4222669168044444,20000,20000
median,gnina-af3,egna,1,285,0.5894012363022779,0.5090507690734751,0.6610166373929093,1.9888367401441902,1.820463125435248,2.1560234289451667,20000,20000
median,gnina-af3,egna,2,285,0.6122902092567507,0.5348062197111436,0.6819875082645181,1.9714145558144773,1.7998891023118244,2.1435588086442143,20000,20000
median,gnina-af3,egna,3,285,0.6014763859819373,0.525862744244423,0.6711126476574487,1.9886117876813623,1.8124023482374632,2.16294941783138,20000,20000
median,gnina-af3,egna,5,285,0.6031999643453612,0.5275740052063286,0.6729757739127387,1.9992079133251137,1.822518317312416,2.176403324047547,20000,20000
median,gnina-af3,egna,10,285,0.5946970519654621,0.5148586919895846,0.6676284022645887,2.021801133781808,1.834098665901506,2.2101896134003702,20000,20000
median,gnina-af3,egna,20,285,0.5968554504488076,0.5157222976943348,0.671130157988702,2.0289509431784105,1.8384774104123385,2.218855441261813,20000,20000
median,gnina-af3,egna,30,285,0.5998590881334004,0.5180280593173281,0.674351033443694,2.02759714328034,1.837089953040189,2.217520579313884,20000,20000
median,gnina-af3,egna,50,285,0.6017213248187075,0.5198369713033786,0.6762362032051087,2.0285594015492956,1.8374369883535306,2.218083788538898,20000,20000
median,gnina-af3,egna,100,285,0.6084924580825248,0.5270945026464874,0.6821393734747948,2.0248454565242797,1.833814664268668,2.2145852741266134,20000,20000
median,gnina-af3,ehign_pla,1,284,0.5377610795268684,0.4446942249040333,0.6205531562865695,2.2623734815100778,2.056396671146294,2.472642920063561,20000,20000
median,gnina-af3,ehign_pla,2,284,0.5637605401854794,0.4801834849803796,0.6376381936509853,2.260276404127078,2.062494314036519,2.4590826736476363,20000,20000
median,gnina-af3,ehign_pla,3,284,0.5597800750915881,0.47855656770723565,0.6343262322694674,2.282325934160054,2.084908785288429,2.4801761318361795,20000,20000
median,gnina-af3,ehign_pla,5,284,0.5632346837575044,0.4821197916137398,0.6371286134879129,2.298997375152017,2.100667092270151,2.496020347509893,20000,20000
median,gnina-af3,ehign_pla,10,284,0.5592510001822627,0.4776525010944809,0.6333882511938155,2.3331365351360387,2.129719011118201,2.5344238252424502,20000,20000
median,gnina-af3,ehign_pla,20,284,0.5405704322147292,0.4574586336146029,0.6164216095560006,2.377388880821524,2.1740625192811587,2.578728904010632,20000,20000
median,gnina-af3,ehign_pla,30,284,0.5420570699408351,0.4591578943974101,0.6169187602304018,2.397624911333262,2.195636310451751,2.5983501531573445,20000,20000
median,gnina-af3,ehign_pla,50,284,0.5315083182516267,0.4489825357232248,0.6064914261328807,2.4320084845353223,2.230039100277686,2.6316218823484565,20000,20000
median,gnina-af3,ehign_pla,100,284,0.5315376383265807,0.4498088084767072,0.6066214690757258,2.474037884104152,2.2738837463240977,2.6734962435308276,20000,20000
median,gnina-af3,gign,1,284,0.4710330928535892,0.3778119285606751,0.554370210291274,2.2418075468062635,2.054680309709902,2.4295782757847126,20000,20000
median,gnina-af3,gign,2,284,0.5170968176826325,0.4294307155651421,0.5971353713108268,2.191748169167407,2.0177314847998176,2.3656389480988347,20000,20000
median,gnina-af3,gign,3,284,0.49382592506964157,0.40429689571390676,0.576218452325278,2.2472451728587326,2.0655343176380874,2.4307528747355582,20000,20000
median,gnina-af3,gign,5,284,0.48520391697659593,0.40090481863514577,0.5618339202527237,2.2565465512483764,2.0804067966195827,2.431909172866511,20000,20000
median,gnina-af3,gign,10,284,0.5103246764245073,0.4271847376205186,0.5862650520794963,2.2569352588361444,2.073924224926563,2.4387364075504965,20000,20000
median,gnina-af3,gign,20,284,0.505005020261306,0.4192736897777413,0.583735544812549,2.264765918694253,2.0825914397491783,2.4467047765557175,20000,20000
median,gnina-af3,gign,30,284,0.4892953628972125,0.40514184964739675,0.5672859810775056,2.2875497286386346,2.104184601184276,2.470774991372442,20000,20000
median,gnina-af3,gign,50,284,0.4837165001546091,0.39849929551464,0.5631523076113658,2.3092139887299545,2.125235875077704,2.494586738759698,20000,20000
median,gnina-af3,gign,100,284,0.4874556147429724,0.4035840699682892,0.5654479000048177,2.3335577922844917,2.149914719463065,2.5186889499269074,20000,20000
median,gnina-af3,onionnet-2,1,285,0.5216699587380191,0.43252882163865775,0.6035842341217388,2.222328263615247,2.0225150659902846,2.4244528911014425,20000,20000
median,gnina-af3,onionnet-2,2,285,0.5508037775473122,0.4683917481155649,0.6258737469036889,2.214111940776589,2.0204216643077153,2.409116767314247,20000,20000
median,gnina-af3,onionnet-2,3,285,0.5343249078694366,0.45046990509894524,0.6114179651246731,2.238066617997885,2.043759327377625,2.4317751660393103,20000,20000
median,gnina-af3,onionnet-2,5,285,0.520521928250444,0.43758444743741826,0.595972609946844,2.2627275766672676,2.0674414153758787,2.457639578877085,20000,20000
median,gnina-af3,onionnet-2,10,285,0.5099440597365303,0.42667270509676586,0.5862572897363586,2.289671917722497,2.0917449485425195,2.4884280433100465,20000,20000
median,gnina-af3,onionnet-2,20,285,0.5148566852119726,0.4324998780790084,0.5898341004512195,2.3018513003533907,2.104733489442246,2.5002705259692863,20000,20000
median,gnina-af3,onionnet-2,30,285,0.5149525887088201,0.43284991274185514,0.5901597470454042,2.3100459863084217,2.113224984605283,2.5084477136306162,20000,20000
median,gnina-af3,onionnet-2,50,285,0.5144571178946769,0.43275415470068224,0.58961273147538,2.3185862715108523,2.1212868815363755,2.5161208173555107,20000,20000
median,gnina-af3,onionnet-2,100,285,0.5195586185766283,0.4395664697948366,0.592977894840774,2.3191595141570716,2.1231614869841087,2.514980768668845,20000,20000
median,alphafold3,dynaformer,1,285,0.6595836594482455,0.5933092121504636,0.7204326794921153,1.6396465519596195,1.5019642610326132,1.774238178575108,20000,20000
median,alphafold3,dynaformer,2,285,0.6611660341587302,0.593951044128671,0.7226297565787793,1.6357212545959547,1.4978580819112401,1.7701936424432831,20000,20000
median,alphafold3,dynaformer,3,285,0.6723918534553018,0.6082884777995636,0.7311309447260538,1.6159517043074418,1.4835486814024432,1.7471263055248054,20000,20000
median,alphafold3,dynaformer,5,285,0.6684622428785959,0.6045924551175295,0.7270519123228567,1.6211055186309606,1.486677435711447,1.7526358443373455,20000,20000
median,alphafold3,dynaformer,10,285,0.6709132003768777,0.6051261068528165,0.7307110386216249,1.6173109096820955,1.482842433201102,1.7496680017914166,20000,20000
median,alphafold3,dynaformer,20,285,0.6695836181385145,0.6039769732853433,0.7294723703391692,1.6198223972048142,1.4836839831638666,1.7539515388558067,20000,20000
median,alphafold3,dynaformer,30,285,0.6726387257567983,0.6070537825388367,0.7319346450098677,1.6131308940050406,1.4787775863995272,1.745724321501402,20000,20000
median,alphafold3,dynaformer,50,285,0.6723882509790053,0.6062254256223667,0.7324024679634946,1.6151257784136819,1.4772068058073426,1.7503389435134922,20000,20000
median,alphafold3,dynaformer,100,285,0.6753877492385927,0.609962410873609,0.7344537371617554,1.6123476449356093,1.4744320663288115,1.7488609820478394,20000,20000
median,alphafold3,egna,1,285,0.7165217610630001,0.6384801065861979,0.783662481936573,1.6183332339602838,1.4451386260085746,1.793203484504744,20000,20000
median,alphafold3,egna,2,285,0.7145515788421231,0.636805753217627,0.7815307647234084,1.6224861527265722,1.4499190585359092,1.7965021117865774,20000,20000
median,alphafold3,egna,3,285,0.7142593031140378,0.6361054708902727,0.781215311712396,1.6253755301575965,1.453362561872578,1.7996950594524121,20000,20000
median,alphafold3,egna,5,285,0.7130414123275611,0.634058741652622,0.7803161546675926,1.625832688140007,1.4535199317208116,1.800542483872032,20000,20000
median,alphafold3,egna,10,285,0.7122135659298636,0.6338126536718517,0.7795251244294545,1.6249815113658068,1.4526413193281664,1.7990071627645476,20000,20000
median,alphafold3,egna,20,285,0.7088524984568055,0.6298463885251688,0.7764176389785563,1.6299284776042362,1.4583279823342683,1.8042762393274498,20000,20000
median,alphafold3,egna,30,285,0.7051909115543012,0.6257460354647397,0.7732198074097433,1.6359139566872736,1.4652394279196426,1.8100178969496796,20000,20000
median,alphafold3,egna,50,285,0.7042443093797893,0.6245955820269601,0.7725465579306506,1.6384427244806299,1.4681567151757606,1.8128259603914967,20000,20000
median,alphafold3,egna,100,285,0.7022058870937419,0.6227620021949528,0.770800486195074,1.644146288364834,1.4721273140903963,1.8182193023882074,20000,20000
median,alphafold3,ehign_pla,1,270,0.7235791782613226,0.6534951968796812,0.7826816969283297,1.5872104060253864,1.4220545795259019,1.7566654448074714,20000,20000
median,alphafold3,ehign_pla,2,270,0.7311331329675339,0.660998907059103,0.7901436697241901,1.5716309474937737,1.4040188359528465,1.7435813270559148,20000,20000
median,alphafold3,ehign_pla,3,270,0.731056195233614,0.6592998789580895,0.7915391927039572,1.5731513887749549,1.4013627974538188,1.7495365656872306,20000,20000
median,alphafold3,ehign_pla,5,270,0.7234284426899587,0.6513855787941932,0.7846561477812642,1.5922365675239682,1.4179948623269598,1.769994665023446,20000,20000
median,alphafold3,ehign_pla,10,270,0.730622689181809,0.6593282119259496,0.7906814150380937,1.574324425040305,1.4042364672751408,1.7493425812284173,20000,20000
median,alphafold3,ehign_pla,20,270,0.7361904753895995,0.6657385646528374,0.794975985119811,1.561000696715767,1.3937624420779415,1.7340890311085935,20000,20000
median,alphafold3,ehign_pla,30,270,0.736110564859603,0.6647997099969,0.7954033798953208,1.562984625701165,1.394080865757483,1.7380493904660765,20000,20000
median,alphafold3,ehign_pla,50,270,0.7313422812420955,0.659608913180314,0.7912707220600746,1.5728799523579817,1.4034483575081178,1.7484434375681612,20000,20000
median,alphafold3,ehign_pla,100,270,0.7306886762244261,0.6583315604000595,0.7907489157906413,1.577845018528424,1.4093234542419744,1.7530943138328745,20000,20000
median,alphafold3,gign,1,270,0.7115494250854131,0.6419075525824315,0.7729608073872402,1.5573623154715377,1.404283542489817,1.7105036781024028,20000,20000
median,alphafold3,gign,2,270,0.7209933231690505,0.653421618984641,0.7807507281782129,1.538629166158042,1.3869553645604036,1.688872177713288,20000,20000
median,alphafold3,gign,3,270,0.7147500940855196,0.6437801923419496,0.7773913278452397,1.5517538239478992,1.3926585383187253,1.7074827715447813,20000,20000
median,alphafold3,gign,5,270,0.7158089315049553,0.6465884374161728,0.7778245218490583,1.5485314627972964,1.3923869520735217,1.7026431506928104,20000,20000
median,alphafold3,gign,10,270,0.7140317499623049,0.6442569196908986,0.7758348482833465,1.553432532958081,1.3972587399790148,1.708181911614763,20000,20000
median,alphafold3,gign,20,270,0.7236869849477292,0.6552379374271994,0.7843083196023254,1.5329347490868708,1.3782460279569544,1.685430702171803,20000,20000
median,alphafold3,gign,30,270,0.725647148356119,0.6566663718527993,0.7867192118113105,1.5296924966685712,1.3737920419514613,1.684943979679986,20000,20000
median,alphafold3,gign,50,270,0.7234350638676,0.6537115684682486,0.7847327788234644,1.5366837134289462,1.380616850532234,1.6915214306793251,20000,20000
median,alphafold3,gign,100,270,0.7146729797270803,0.6433929449888451,0.776493220021464,1.562214882207433,1.4051747518425577,1.719527568633412,20000,20000
median,alphafold3,onionnet-2,1,285,0.5870685978293083,0.5031755055960744,0.6643241235266638,1.8747097978274332,1.6907950015883606,2.059317441283524,20000,20000
median,alphafold3,onionnet-2,2,285,0.592285904279151,0.5093459842621383,0.6674303146547513,1.8683890553610567,1.6878552255092494,2.0506689692220514,20000,20000
median,alphafold3,onionnet-2,3,285,0.589715108104523,0.5056485496821234,0.666784356818408,1.8704418108911662,1.6872043426258667,2.0551980226926574,20000,20000
median,alphafold3,onionnet-2,5,285,0.5875429448878775,0.5031387195408101,0.6642896810494295,1.8767484009934785,1.6940107035444278,2.0612249769751747,20000,20000
median,alphafold3,onionnet-2,10,285,0.5889003262802712,0.503540454342313,0.6670655178404908,1.8725196499870753,1.686891670994413,2.059323681491453,20000,20000
median,alphafold3,onionnet-2,20,285,0.5906004933490412,0.5045119914245308,0.6691722990551799,1.869816148648207,1.6847229609322503,2.056789958296579,20000,20000
median,alphafold3,onionnet-2,30,285,0.5894962366237849,0.5032128656234336,0.6682263437523683,1.872539989416758,1.6867055361198395,2.06025595500869,20000,20000
median,alphafold3,onionnet-2,50,285,0.5908039144547766,0.5041720576777909,0.6696674260004972,1.87097972916762,1.6851866072269093,2.0587661464610503,20000,20000
median,alphafold3,onionnet-2,100,285,0.5797210095382518,0.4902982905860631,0.6618732106912426,1.8908545341825207,1.7002065097431092,2.0832020567180893,20000,20000
